titre,nomChaine,categorie,categorie_id,int_com,int_notes,erreur_vid,heure_publication,date_publication,date_tendance,vues,likes,dislikes,nb_com
Resumen de Real Madrid vs RC Celta (6-0),LaLiga Santander,Anime/Animation,1,False,False,False,22:50:30,12/05/2018,14/05/2018,1360741,11085,1416,601
Cleveland Cavaliers vs Boston Celtics Full Game Highlights / Game 1 / 2018 NBA Playoffs,MLG Highlights,Anime/Animation,1,False,False,False,21:56:07,13/05/2018,14/05/2018,2210759,11441,1405,5213
LEV 5-4 BAR - All Goals & Extended Highlights - 13/05/2018 HD,GOLAZO TV,Anime/Animation,1,False,False,False,21:04:00,13/05/2018,14/05/2018,2525518,16530,2146,3764
"جماهير ليـ, فربول تشجع مـ,كه بنت محـ, مد صـ,لاح  وتتفاعل معاها كل ما تلمس الكوره وتلعب بها",Mazzika UA,Drama,5,False,False,False,17:14:15,13/05/2018,14/05/2018,1450919,19561,916,1100
WE MADE OUR MOM CRY...HER DREAM CAME TRUE!,Lucas and Marcus,Foreign,7,False,False,False,18:03:56,13/05/2018,14/05/2018,2131702,54280,4696,10705
Punched In the Face,Daily Dose Of Internet,Foreign,7,False,False,False,16:49:47,13/05/2018,14/05/2018,1501712,46464,1466,8305
9 Edible School Supplies! Weird Ways To Sneak Food Into Class,Troom Troom SELECT,Sci-Fi/Fantasy,11,False,False,False,19:00:01,13/05/2018,14/05/2018,1432551,12068,2477,1561
Jack Russell Terrier Meeting German Shepherd Female In Khnar Chas Village | Rural Life Of Dogs #119,Alyza Vlogs,Science & Technology,10,False,False,False,16:25:18,13/05/2018,14/05/2018,1938983,4697,2253,142
Quando os Jogadores Abusam da Genialidade,M4K,Anime/Animation,1,False,False,False,12:22:44,13/05/2018,14/05/2018,1397457,11853,1529,201
Netta - Toy - Israel - LIVE - Grand Final - Eurovision 2018,Eurovision Song Contest,Foreign,7,False,False,False,21:00:52,12/05/2018,15/05/2018,17024669,147331,283690,91609
Netta (Israel 'Toy') wins Eurovision after dramatic public vote! - Eurovision Song Contest 2018,BBC,Foreign,7,False,False,False,23:48:30,12/05/2018,15/05/2018,4411085,32282,37318,19682
Arctic Monkeys - Four Out Of Five (Official Video),ArcticMonkeysVEVO,Comedy,4,False,False,False,22:51:01,13/05/2018,15/05/2018,2621940,202927,4512,12279
Venezuela: Last Week Tonight with John Oliver (HBO),LastWeekTonight,Foreign,7,False,False,False,06:30:01,14/05/2018,15/05/2018,2729289,62555,4178,11052
NORMAN - LES BARBECUES,NORMAN FAIT DES VIDÉOS,Family,6,False,False,False,14:58:29,11/05/2018,15/05/2018,4375826,339446,17110,13593
4 GOLD CHAINS ft. Clams Casino,Lil Peep,Comedy,4,False,False,False,04:00:01,14/05/2018,15/05/2018,1382189,164208,2605,22885
$15 Spaghetti Vs. $143 Spaghetti,BuzzFeedVideo,Drama,5,False,False,False,15:00:10,13/05/2018,15/05/2018,3970867,82062,2175,8898
MISTER V - VIANO (feat. SAMY CEEZY),Mister V Music,Comedy,4,False,False,False,16:04:33,11/05/2018,15/05/2018,1368638,99636,1024,3414
Dosseh - Habitué (Lyric Video),DossehVEVO,Comedy,4,False,False,False,22:30:00,10/05/2018,15/05/2018,1511675,72414,977,2874
"The ULTIMATE $30,000 Gaming PC Setup",Unbox Therapy,Shorts,12,False,False,False,19:00:25,13/05/2018,15/05/2018,4700527,103433,8028,13293
LEV vs BAR 5-4 Resumen (Coutinho Hat-trick) All Goals & Extended Highlights (13 May 2018),Football TV-2,Anime/Animation,1,False,False,False,20:34:11,13/05/2018,15/05/2018,1412630,9107,897,1217
Marwa Loud - Je Voulais  ft. Laguardia (Clip Officiel),Marwa Loud,Drama,5,False,False,False,16:00:09,11/05/2018,15/05/2018,1612035,66566,5200,4362
ON TESTE DES VÉHICULES IMPROBABLES,Bigorneaux & Coquillages,Comedy,4,False,False,False,15:09:40,15/05/2018,16/05/2018,2031981,175911,1996,13230
Bohemian Rhapsody | Teaser Trailer [HD] | 20th Century FOX,20th Century Fox,Autos & Vehicles,2,False,False,False,13:01:12,15/05/2018,16/05/2018,4215671,161058,2198,10289
Honest Trailers - Black Panther,Screen Junkies,Autos & Vehicles,2,False,False,False,17:00:06,15/05/2018,16/05/2018,1716909,60721,2311,9547
Race 3 | Official Trailer | Salman Khan | Remo Dsouza | Releasing on 15th June 2018 | #Race3ThisEID,Salman Khan Films,Foreign,7,False,False,False,12:13:00,15/05/2018,16/05/2018,7159306,285946,43760,47275
Netta - Toy - Israel - LIVE - Grand Final - Eurovision 2018,Eurovision Song Contest,Foreign,7,False,False,False,21:00:52,12/05/2018,16/05/2018,19424289,169615,333250,83394
"Ariana Grande, Jimmy & The Roots Sing No Tears Left to Cry w/ Nintendo Labo Instruments",The Tonight Show Starring Jimmy Fallon,Family,6,False,False,False,03:44:48,15/05/2018,16/05/2018,2015271,156036,1161,5873
Söz | 46.Bölüm,Söz Dizi,Autos & Vehicles,2,False,False,False,21:43:23,14/05/2018,16/05/2018,1965113,26120,1446,3197
BLACKkKLANSMAN - Official Trailer [HD] - In Theaters August 10,Focus Features,Foreign,7,False,False,False,18:59:59,14/05/2018,16/05/2018,3364637,21325,1706,3947
"GS Warriors vs Houston Rockets - Full Game Highlights | Game 1 | May 14, 2018 | NBA Playoffs",Rapid Highlights,Anime/Animation,1,False,False,False,03:28:53,15/05/2018,16/05/2018,1306117,4634,353,2063
Michael Cohen Pay-to-Play Allegations; John Kelly's Immigration Comments: A Closer Look,Late Night with Seth Meyers,Family,6,False,False,False,01:01:13,15/05/2018,16/05/2018,1384975,15955,543,1703
Arctic Monkeys - Four Out Of Five (Official Video),ArcticMonkeysVEVO,Comedy,4,False,False,False,22:51:01,13/05/2018,16/05/2018,3404722,228085,5609,13468
Venezuela: Last Week Tonight with John Oliver (HBO),LastWeekTonight,Foreign,7,False,False,False,06:30:01,14/05/2018,16/05/2018,3364111,69245,5698,13165
Netta (Israel 'Toy') wins Eurovision after dramatic public vote! - Eurovision Song Contest 2018,BBC,Foreign,7,False,False,False,23:48:30,12/05/2018,16/05/2018,5107943,35628,45389,20172
Ryan Reynolds and Josh Brolin Insult Each Other | CONTAINS STRONG LANGUAGE!,BBC Radio 1,Foreign,7,False,False,False,07:00:01,15/05/2018,16/05/2018,1364402,37316,524,1265
Lil Peep - 4 GOLD CHAINS ft. Clams Casino (Official Video),Lil Peep,Comedy,4,False,False,False,04:00:01,14/05/2018,16/05/2018,2064702,206811,3657,28155
25 WEIRD HACKS THAT ARE ACTUALLY GENIUS,5-Minute Crafts,Sci-Fi/Fantasy,11,False,False,False,07:30:00,15/05/2018,16/05/2018,2237975,16554,2403,1381
Alonzo - Santana,AlonzoVEVO,Comedy,4,False,False,False,14:00:03,15/05/2018,17/05/2018,1533505,59697,2209,2754
ON TESTE DES VÉHICULES IMPROBABLES,Bigorneaux & Coquillages,Comedy,4,False,False,False,15:09:40,15/05/2018,17/05/2018,2727787,213685,2018,15660
Do you hear Yanny or Laurel?,ABC Television Stations,Drama,5,False,False,False,23:25:09,15/05/2018,17/05/2018,2831351,15531,2369,16362
Bohemian Rhapsody | Teaser Trailer [HD] | 20th Century FOX,20th Century Fox,Autos & Vehicles,2,False,False,False,13:01:12,15/05/2018,17/05/2018,7641675,250546,4393,15898
Do You Hear Yanny or Laurel? (SOLVED with SCIENCE),AsapSCIENCE,Shorts,12,False,False,False,18:16:26,16/05/2018,17/05/2018,3852142,88289,3183,31092
"4Keus Feat Naza, Keblack & Dry - Mignon Garçon (Clip Officiel)",4KEUS Officiel,Comedy,4,False,False,False,16:00:01,14/05/2018,17/05/2018,1375411,66312,1343,4621
Christina Aguilera - Fall In Line (Lyric Video) ft. Demi Lovato,CAguileraVEVO,Comedy,4,False,False,False,12:00:02,16/05/2018,17/05/2018,1654455,142451,2738,11272
Mission: Impossible - Fallout (2018) - Official Trailer - Paramount Pictures,Paramount Pictures,Autos & Vehicles,2,False,False,False,06:59:59,16/05/2018,17/05/2018,5933727,90364,1902,6539
BTS (방탄소년단) 'FAKE LOVE' Official Teaser 2,ibighit,Comedy,4,False,False,False,15:00:03,16/05/2018,17/05/2018,6416697,1290535,4358,113938
Deadpool Takes Over Stephen's Monologue,The Late Show with Stephen Colbert,Foreign,7,False,False,False,07:35:00,16/05/2018,17/05/2018,2247877,47931,1163,2541
Honest Trailers - Black Panther,Screen Junkies,Autos & Vehicles,2,False,False,False,17:00:06,15/05/2018,17/05/2018,3411614,89893,4466,14071
Race 3 | Official Trailer | Salman Khan | Remo Dsouza | Releasing on 15th June 2018 | #Race3ThisEID,Salman Khan Films,Foreign,7,False,False,False,12:13:00,15/05/2018,17/05/2018,13859243,398228,79759,66420
Cleveland Cavaliers vs Boston Celtics Full Game Highlights / Game 2 / 2018 NBA Playoffs,MLG Highlights,Anime/Animation,1,False,False,False,03:08:59,16/05/2018,17/05/2018,2975372,14224,1084,6326
Çukur 29. Bölüm,Çukur,Drama,5,False,False,False,21:17:14,14/05/2018,17/05/2018,1580782,12531,1361,1976
Mamelodi Sundowns vs Barcelona 1-3 - All Goals & Extended Highlights - 16/05/2018 HD,GOLAZO TV,Anime/Animation,1,False,False,False,18:27:03,16/05/2018,17/05/2018,1579491,14774,802,775
"Ariana Grande, Jimmy & The Roots Sing No Tears Left to Cry w/ Nintendo Labo Instruments",The Tonight Show Starring Jimmy Fallon,Family,6,False,False,False,03:44:48,15/05/2018,17/05/2018,2678368,189675,1435,7200
Söz | 46.Bölüm,Söz Dizi,Autos & Vehicles,2,False,False,False,21:43:23,14/05/2018,17/05/2018,2679350,31121,2185,3735
Netta - Toy - Israel - LIVE - Grand Final - Eurovision 2018,Eurovision Song Contest,Foreign,7,False,False,False,21:00:52,12/05/2018,17/05/2018,20929664,184529,361763,91466
Butrint Imeri - Ma Chérie,AVD Digital,Foreign,7,False,False,False,13:00:20,15/05/2018,17/05/2018,1428909,44460,1020,2226
Alonzo - Santana,AlonzoVEVO,Comedy,4,False,False,False,14:00:03,15/05/2018,18/05/2018,2022211,68030,2726,2974
Yanny vs Laurel video: which name do you hear? – audio,Guardian News,Shorts,12,False,False,False,00:02:35,17/05/2018,18/05/2018,3772817,15713,1761,13217
Do You Hear Yanny or Laurel? (SOLVED with SCIENCE),AsapSCIENCE,Shorts,12,False,False,False,18:16:26,16/05/2018,18/05/2018,15006579,278752,13601,89194
ON TESTE DES VÉHICULES IMPROBABLES,Bigorneaux & Coquillages,Comedy,4,False,False,False,15:09:40,15/05/2018,18/05/2018,2966263,225019,2277,16326
مسلسل أيوب | النجم مصطفي شعبان – الحلقة الأولى (١),AlHayah TV Network,Horror,8,False,False,False,02:52:04,17/05/2018,18/05/2018,1510385,15371,855,1825
Do you hear Yanny or Laurel?,ABC Television Stations,Drama,5,False,False,False,23:25:09,15/05/2018,18/05/2018,5706064,30171,4654,27283
Official Call of Duty®: Black Ops 4 Zombies – Voyage of Despair,Call of Duty,Comedy,4,False,False,False,17:36:58,17/05/2018,18/05/2018,1571873,71359,9207,10815
رامز تحت الصفر | رد فعل عنيف من ياسمين صبري بعد اكتشافها مقلب رامز جلال,Ramez Galal,Family,6,False,False,False,17:31:50,17/05/2018,18/05/2018,1971747,15768,1980,2596
مسلسل نسر الصعيد  الحلقة 1 الاولي HD | بطولة محمد رمضان -  Episode 01  Nesr El Sa3ed,El Adl Group,Comedy,4,False,False,False,21:39:15,17/05/2018,18/05/2018,1393600,23496,1689,1706
Sen Anlat Karadeniz 17. Bölüm,Sen Anlat Karadeniz,Foreign,7,False,False,False,21:17:45,16/05/2018,18/05/2018,1704855,20909,1503,3074
Mission: Impossible - Fallout (2018) - Official Trailer - Paramount Pictures,Paramount Pictures,Autos & Vehicles,2,False,False,False,06:59:59,16/05/2018,18/05/2018,9978294,129866,3645,9539
Christina Aguilera - Fall In Line (Lyric Video) ft. Demi Lovato,CAguileraVEVO,Comedy,4,False,False,False,12:00:02,16/05/2018,18/05/2018,2888379,189146,3930,13634
Diriliş Ertuğrul 118.Bölüm,TRT Televizyon,Autos & Vehicles,2,True,False,False,21:06:57,16/05/2018,18/05/2018,1653806,11250,1225,0
Film Theory: Thanos Was RIGHT!! (Avengers Infinity War),The Film Theorists,Autos & Vehicles,2,False,False,False,20:19:48,17/05/2018,18/05/2018,1759014,74861,3217,17480
Backstreet Boys - Don't Go Breaking My Heart (Official Video),BackstreetBoysVEVO,Comedy,4,False,False,False,04:00:01,17/05/2018,18/05/2018,2822391,131909,5164,16487
Bohemian Rhapsody | Teaser Trailer [HD] | 20th Century FOX,20th Century Fox,Autos & Vehicles,2,False,False,False,13:01:12,15/05/2018,18/05/2018,9052821,279716,5398,17652
Destination Wedding Trailer #1 (2018) | Movieclips Trailers,Movieclips Trailers,Autos & Vehicles,2,False,False,False,20:29:17,16/05/2018,18/05/2018,1383897,24799,590,3215
"4Keus Feat Naza, Keblack & Dry - Mignon Garçon (Clip Officiel)",4KEUS Officiel,Comedy,4,False,False,False,16:00:01,14/05/2018,18/05/2018,1609126,70224,1459,4802
Laurel or Yanny?,TheEllenShow,Foreign,7,False,False,False,13:00:03,17/05/2018,18/05/2018,1502717,38379,942,6327
Tochan (Full Video) | SIDHU MOOSEWALA | BYG BYRD | SONIA MAAN | Humble Music,Humble Music,Comedy,4,False,False,False,07:35:47,17/05/2018,18/05/2018,5659320,112533,3180,10480
YANNY or LAUREL: What do you hear? (REACT),REACT,Foreign,7,False,False,False,23:00:00,16/05/2018,18/05/2018,2405120,62240,1812,29313
شاهد اعلان زين رمضان 2018  |سيدي الرئيس,فضاء المعرفة Knowledge space,Thriller,14,False,False,False,18:30:50,16/05/2018,18/05/2018,2199524,101503,9515,15085
OM VS ATH MADRID 0-3 DEBRIEF GERMAIN T ES NUL,Mohamed Henni,Anime/Animation,1,False,False,False,21:48:16,16/05/2018,19/05/2018,1579292,74484,8532,10813
Alonzo - Santana,AlonzoVEVO,Comedy,4,False,False,False,14:00:03,15/05/2018,19/05/2018,2590749,75747,3121,3134
BTS (방탄소년단) 'FAKE LOVE' Official MV,ibighit,Comedy,4,False,False,False,09:00:02,18/05/2018,19/05/2018,39349927,3880074,72707,692311
Yanny vs Laurel video: which name do you hear? – audio,Guardian News,Shorts,12,False,False,False,00:02:35,17/05/2018,19/05/2018,7512073,31902,4256,27220
Awalem Khafeya Series - Ep 01 -  | عادل إمام - HD مسلسل عوالم خفية - الحلقة 1 الأولى,Magnum Productions,Foreign,7,False,False,False,20:51:21,17/05/2018,19/05/2018,1801535,15263,1219,1285
Do You Hear Yanny or Laurel? (SOLVED with SCIENCE),AsapSCIENCE,Shorts,12,False,False,False,18:16:26,16/05/2018,19/05/2018,23789688,393116,20520,122349
مسلسل أيوب | النجم مصطفي شعبان – الحلقة الأولى (١),AlHayah TV Network,Horror,8,False,False,False,02:52:04,17/05/2018,19/05/2018,2609720,22082,1469,2802
ON TESTE DES VÉHICULES IMPROBABLES,Bigorneaux & Coquillages,Comedy,4,False,False,False,15:09:40,15/05/2018,19/05/2018,3168575,234464,2465,16848
Do you hear Yanny or Laurel?,ABC Television Stations,Drama,5,False,False,False,23:25:09,15/05/2018,19/05/2018,7920497,38760,6339,32984
Official Call of Duty®: Black Ops 4 Zombies – Voyage of Despair,Call of Duty,Comedy,4,False,False,False,17:36:58,17/05/2018,19/05/2018,2657947,101385,14452,16346
OBSERVONS L’INTÉRIEUR D'UN CERVEAU AU MICROSCOPE !,Dr Nozman,Shorts,12,False,False,False,16:00:02,15/05/2018,19/05/2018,1357034,89552,1079,8040
رامز تحت الصفر | رد فعل عنيف من ياسمين صبري بعد اكتشافها مقلب رامز جلال,Ramez Galal,Family,6,False,False,False,17:31:50,17/05/2018,19/05/2018,3816590,24585,4105,3991
Film Theory: Thanos Was RIGHT!! (Avengers Infinity War),The Film Theorists,Autos & Vehicles,2,False,False,False,20:19:48,17/05/2018,19/05/2018,3454751,112827,7885,26040
Nagihan gözyaşlarını tutamadı! Turabi takımına patladı... | 74. Bölüm Tanıtımı |  Survivor 2018,Acunn.com,Foreign,7,False,False,False,21:50:56,17/05/2018,19/05/2018,1780445,11307,702,6907
Donald Jr.'s Testimony Summarized: 'I Do Not Recall',The Late Show with Stephen Colbert,Foreign,7,False,False,False,07:35:00,18/05/2018,19/05/2018,1454218,19352,771,1708
Maluma - Ojos Que No Ven (Audio),MalumaVEVO,Comedy,4,False,False,False,07:00:06,18/05/2018,19/05/2018,1622805,74593,2000,2543
J. Balvin - Dónde Estarás (Audio),jbalvinVEVO,Comedy,4,False,False,False,16:00:03,17/05/2018,19/05/2018,1556466,82801,1464,4305
Kalyaana Vayasu - Kolamaavu Kokila (CoCo) | Nayanthara | Anirudh Ravichander | Lyca Productions,Zee Music South,Comedy,4,False,False,False,05:02:43,17/05/2018,19/05/2018,2558280,98356,2755,4357
Sen Anlat Karadeniz 17. Bölüm,Sen Anlat Karadeniz,Foreign,7,False,False,False,21:17:45,16/05/2018,19/05/2018,2221599,24416,1889,3391
مسلسل نسر الصعيد  الحلقة 1 الاولي HD | بطولة محمد رمضان -  Episode 01  Nesr El Sa3ed,El Adl Group,Comedy,4,False,False,False,21:39:15,17/05/2018,19/05/2018,3843796,45203,3716,3646
Christina Aguilera - Fall In Line (Lyric Video) ft. Demi Lovato,CAguileraVEVO,Comedy,4,False,False,False,12:00:02,16/05/2018,19/05/2018,3775750,215477,4490,15026
Fifth Harmony - Don't Say You Love Me,FifthHarmonyVEVO,Comedy,4,False,False,False,07:00:08,18/05/2018,19/05/2018,2195726,313734,4000,32403
Pharrell Williams x Camila Cabello - Sangria Wine (Pseudo Video),CamilaCabelloVEVO,Comedy,4,False,False,False,04:01:00,18/05/2018,19/05/2018,1569012,176452,4301,16101
SPIDERMAN Fights Crime - Real Life Parkour POV,urbanamadei,Autos & Vehicles,2,False,False,False,08:00:02,13/05/2018,19/05/2018,1903786,9788,1766,356
Mission: Impossible - Fallout (2018) - Official Trailer - Paramount Pictures,Paramount Pictures,Autos & Vehicles,2,False,False,False,06:59:59,16/05/2018,19/05/2018,12440659,146456,4273,10799
"Heeriye Song Video - Race 3 | Salman Khan, Jacqueline | Meet Bros ft. Deep Money, Neha Bhasin",Tips Official,Comedy,4,False,False,False,10:41:27,18/05/2018,19/05/2018,5556978,205325,27574,22023
Diriliş Ertuğrul 118.Bölüm,TRT Televizyon,Autos & Vehicles,2,True,False,False,21:06:57,16/05/2018,19/05/2018,2070838,12945,1562,0
"G-Eazy - 1942 (Official Video) ft. Yo Gotti, YBN Nahmir",GEazyMusicVEVO,Comedy,4,False,False,False,04:00:10,17/05/2018,19/05/2018,1432565,87676,1579,5020
Found a Working iPhone X Underwater in the River! (Returned Lost iPhone to Owner),DALLMYD,Anime/Animation,1,False,False,False,00:00:45,18/05/2018,19/05/2018,1624126,60530,2391,8090
Backstreet Boys - Don't Go Breaking My Heart (Official Video),BackstreetBoysVEVO,Comedy,4,False,False,False,04:00:01,17/05/2018,19/05/2018,5160442,203113,8837,24532
Laurel or Yanny?,TheEllenShow,Foreign,7,False,False,False,13:00:03,17/05/2018,19/05/2018,3973319,90605,2470,15331
Daddy Yankee - Hielo (Video Oficial),Daddy Yankee,Comedy,4,False,False,False,14:00:04,18/05/2018,19/05/2018,4139693,278949,11729,19988
Bohemian Rhapsody | Teaser Trailer [HD] | 20th Century FOX,20th Century Fox,Autos & Vehicles,2,False,False,False,13:01:12,15/05/2018,19/05/2018,9871934,294809,5701,17239
Quiero verte sonreir (Soy Luna - Modo Amar/Momento Musical/Open Music #2),DisneyChannelLAVEVO,Comedy,4,False,False,False,04:00:03,18/05/2018,19/05/2018,1424319,58240,728,3822
Destination Wedding Trailer #1 (2018) | Movieclips Trailers,Movieclips Trailers,Autos & Vehicles,2,False,False,False,20:29:17,16/05/2018,19/05/2018,2190365,33950,904,4294
BTS (방탄소년단) 'FAKE LOVE' Official MV,ibighit,Comedy,4,False,False,False,09:00:02,18/05/2018,20/05/2018,62796390,4470923,119052,905925
أروع كاميرا كاشي لهذا الموسم امرأة غيورة على زوجها خلطتها عليهم كامل ههههه,Dzair Now,Family,6,False,False,False,14:57:58,18/05/2018,20/05/2018,1492781,12805,2362,4298
Best Violin Covers of Popular Songs 2018 - Top Instrumental Violin Covers of All Time,Havana Express,Drama,5,False,False,False,04:22:48,18/05/2018,20/05/2018,1432357,5764,840,201
OM VS ATH MADRID 0-3 DEBRIEF GERMAIN T ES NUL,Mohamed Henni,Anime/Animation,1,False,False,False,21:48:16,16/05/2018,20/05/2018,1790645,79200,9388,11477
Alonzo - Santana,AlonzoVEVO,Comedy,4,False,False,False,14:00:03,15/05/2018,20/05/2018,3291695,82920,3484,3296
Yanny vs Laurel video: which name do you hear? – audio,Guardian News,Shorts,12,False,False,False,00:02:35,17/05/2018,20/05/2018,10804447,46063,6828,39322
Official Call of Duty®: Black Ops 4 — Multiplayer Reveal Trailer,Call of Duty,Comedy,4,False,False,False,17:09:38,17/05/2018,20/05/2018,6886948,285349,164004,115501
مسلسل نسر الصعيد  الحلقة 2 الثانية HD | بطولة محمد رمضان -  Episode 02  Nesr El Sa3ed,El Adl Group,Foreign,7,False,False,False,23:11:16,18/05/2018,20/05/2018,2471538,24562,2218,1877
الحلقة 2 : ريم مصطفي تفقد النطق في رامز تحت الصفر,MBC مصر,Family,6,False,False,False,17:26:09,18/05/2018,20/05/2018,1729373,5342,867,731
Çukur 30. Bölüm Fragman,Çukur,Drama,5,False,False,False,19:48:05,18/05/2018,20/05/2018,1904794,20133,486,2007
Brad Pitt Bid $120k For A Night With Emilia Clarke!  | The Graham Norton Show,The Graham Norton Show,Foreign,7,False,False,False,17:13:08,18/05/2018,20/05/2018,1838504,20998,701,1446
Do You Hear Yanny or Laurel? (SOLVED with SCIENCE),AsapSCIENCE,Shorts,12,False,False,False,18:16:26,16/05/2018,20/05/2018,29403688,452729,24543,141646
Daddy Yankee - Hielo (Video Oficial),Daddy Yankee,Comedy,4,False,False,False,14:00:04,18/05/2018,20/05/2018,7600119,388819,19428,25037
SZA - Garden (Say It Like Dat) (Official Video),SZAVEVO,Comedy,4,False,False,False,14:00:04,18/05/2018,20/05/2018,1890693,132050,1525,10941
James Bay - Slide (Live),JamesBayVEVO,Comedy,4,False,False,False,16:00:02,10/05/2018,20/05/2018,1429233,22503,435,597
Maluma - Ojos Que No Ven (Audio),MalumaVEVO,Comedy,4,False,False,False,07:00:06,18/05/2018,20/05/2018,2573427,95557,3147,3021
Donald Jr.'s Testimony Summarized: 'I Do Not Recall',The Late Show with Stephen Colbert,Foreign,7,False,False,False,07:35:00,18/05/2018,20/05/2018,1733476,21307,905,2025
Le sexe au Moyen-âge - Nota Bene #29,Nota Bene,Thriller,14,False,False,False,10:18:34,15/05/2018,20/05/2018,1327507,54667,1719,2221
BTS Plays With Puppies While Answering Fan Questions,BuzzFeed Celeb,Drama,5,False,False,False,16:39:29,18/05/2018,20/05/2018,4112429,485707,2091,45173
ON TESTE DES VÉHICULES IMPROBABLES,Bigorneaux & Coquillages,Comedy,4,False,False,False,15:09:40,15/05/2018,20/05/2018,3329164,241369,2584,16277
Do you hear Yanny or Laurel?,ABC Television Stations,Drama,5,False,False,False,23:25:09,15/05/2018,20/05/2018,8910493,42597,7177,35790
Film Theory: Thanos Was RIGHT!! (Avengers Infinity War),The Film Theorists,Autos & Vehicles,2,False,False,False,20:19:48,17/05/2018,20/05/2018,4463726,126991,10367,29202
Fifth Harmony - Don't Say You Love Me,FifthHarmonyVEVO,Comedy,4,False,False,False,07:00:08,18/05/2018,20/05/2018,3539843,384538,6164,38249
Trump Deals with New Russia and Michael Cohen Bombshells: A Closer Look,Late Night with Seth Meyers,Family,6,False,False,False,01:00:00,18/05/2018,20/05/2018,1440582,15030,790,1511
مسلسل رحيم | الحلقة الثالثة | Rahem Episode 03,CBCDrama,Foreign,7,False,False,False,23:42:03,18/05/2018,20/05/2018,1609203,11511,642,1274
Primitive Technology: Blower and charcoal,Primitive Technology,Drama,5,False,False,False,21:11:17,18/05/2018,20/05/2018,2674485,100332,1710,8476
Watch live: The royal wedding of Prince Harry and Meghan Markle,Washington Post,Horror,8,False,False,False,14:26:17,19/05/2018,20/05/2018,5943011,35523,4268,2268
MCFLY A ÉCRIT UN NOUVEAU SKETCH,Mcfly & Carlito,Foreign,7,False,False,False,08:00:33,20/05/2018,21/05/2018,1773004,164400,3969,7033
FULL CEREMONY: Prince Harry and Meghan Markle Royal Wedding,FOX 10 Phoenix,Horror,8,False,False,False,12:29:30,19/05/2018,21/05/2018,4282834,27501,4455,7468
سوحليفة - Souhlifa - Ep 3,Ramadan Al Aoula TV,Foreign,7,False,True,False,00:14:05,20/05/2018,21/05/2018,1340002,0,0,989
مسلسل كلبش| الجزء الثاني – الحلقة الخامسة (٥)|  (Kalabash2 (EP5,AlHayah TV Network,Horror,8,False,False,False,21:51:45,20/05/2018,21/05/2018,2577835,22706,1407,1883
$3 Fries Vs. $100 Fries,BuzzFeedVideo,Drama,5,False,False,False,15:00:24,20/05/2018,21/05/2018,3920964,99067,3097,12835
Nicki Minaj - Chun-Li (Live on SNL / 2018),NickiMinajAtVEVO,Comedy,4,False,False,False,07:53:59,20/05/2018,21/05/2018,2028625,129768,4659,14086
James Bay - Slide (Live),JamesBayVEVO,Comedy,4,False,False,False,16:00:02,10/05/2018,21/05/2018,2124577,25617,596,644
FORTNITE DANCES IN REAL LIFE! ALL 53 DANCES & EMOTES! Fortnite Funny Moments! (Fortnite Highlights),Cinema Of Gaming,Comedy,4,False,False,False,22:45:01,19/05/2018,21/05/2018,1374157,17801,3025,3837
Watch live: The royal wedding of Prince Harry and Meghan Markle,Washington Post,Horror,8,False,False,False,14:26:17,19/05/2018,21/05/2018,6389898,37900,4972,2684
"Royal Weddings, Then and Now: Princess Diana, Kate Middleton, and Meghan Markle | The New Yorker",The New Yorker,Foreign,7,False,False,False,18:30:55,19/05/2018,21/05/2018,3724733,23442,1536,4125
Lucas the Spider - Giant Spider,Lucas the Spider,Autos & Vehicles,2,False,False,False,14:52:43,19/05/2018,21/05/2018,2593398,171090,2398,10330
BTS (방탄소년단) 'FAKE LOVE' Official MV,ibighit,Comedy,4,False,False,False,09:00:02,18/05/2018,21/05/2018,65396157,4750254,141966,1040912
Cleveland Cavaliers vs Boston Celtics Full Game Highlights / Game 3 / 2018 NBA Playoffs,MLG Highlights,Anime/Animation,1,False,False,False,03:05:52,20/05/2018,21/05/2018,3218760,16934,1053,3869
Çukur 30. Bölüm 2. Fragman,Çukur,Drama,5,False,False,False,19:08:06,19/05/2018,21/05/2018,1521414,17246,323,2321
"First kiss, epic carriage ride! | Prince Harry and Meghan Markle - The Royal Wedding - BBC",BBC,Horror,8,False,False,False,17:09:06,19/05/2018,21/05/2018,2176202,14765,1702,3085
Gruffydd wows with OUT OF THIS WORLD vocals and bags a GOLDEN BUZZER! | Auditions | BGT 2018,Britain's Got Talent,Foreign,7,True,False,False,20:15:25,19/05/2018,21/05/2018,2134011,33727,1956,0
Game Theory: How RICH is a Pokemon Master?,The Game Theorists,Comedy,4,False,False,False,18:04:47,19/05/2018,21/05/2018,2297532,92920,3157,42668
Sen Anlat Karadeniz 18. Bölüm Fragmanı,Sen Anlat Karadeniz,Foreign,7,False,False,False,16:30:37,19/05/2018,21/05/2018,2904844,42610,1007,6595
Things Meghan Markle Can't Do After She Marries Prince Harry,The List,Foreign,7,False,False,False,11:00:05,05/05/2018,21/05/2018,4565702,32381,2337,5039
مسلسل نسر الصعيد HD | بطولة محمد رمضان - الحلقة 3 - Episode 03  Nesr El Sa3ed,dmc دراما,Foreign,7,False,False,False,22:10:29,19/05/2018,21/05/2018,1921088,15166,1150,1078
